ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202021,SS1E00400L,SCUOLA PRIMARIA,3,1,7,9
202021,CA1E01100B,SCUOLA PRIMARIA,4,1,9,9
202021,RM1E094003,SCUOLA PRIMARIA,4,3,42,33
202021,BS1E00700C,SCUOLA PRIMARIA,2,1,16,10
202021,FO1M00100B,SCUOLA SECONDARIA I GRADO,2,2,39,19
202021,NA1E272001,SCUOLA PRIMARIA,5,1,4,10
202021,RMPS27500L,SCUOLA SECONDARIA II GRADO,5,1,7,7
202021,BOTF2S5000,SCUOLA SECONDARIA II GRADO,2,1,29,0
202021,GE1M01700L,SCUOLA SECONDARIA I GRADO,2,2,18,13
202021,RM1E10800Q,SCUOLA PRIMARIA,3,1,11,20
202021,PR1E00400G,SCUOLA PRIMARIA,2,2,25,16
202021,PG1M001008,SCUOLA SECONDARIA I GRADO,2,1,9,9
202021,NATL265009,SCUOLA SECONDARIA II GRADO,3,1,2,3
202021,VR1M026005,SCUOLA SECONDARIA I GRADO,1,3,21,23
202021,TS1E001006,SCUOLA PRIMARIA,2,1,11,7
202021,PV1E008004,SCUOLA PRIMARIA,4,1,9,4
202021,TO1M026005,SCUOLA SECONDARIA I GRADO,1,2,21,15
202021,CE1E06700T,SCUOLA PRIMARIA,2,1,11,5
202021,FG1E022009,SCUOLA PRIMARIA,3,2,14,14
202021,BS1E00600L,SCUOLA PRIMARIA,1,3,26,26
202021,RM1E12300T,SCUOLA PRIMARIA,3,2,31,23
202021,PVPLHO500H,SCUOLA SECONDARIA II GRADO,5,1,1,5
202021,SATFVU500C,SCUOLA SECONDARIA II GRADO,4,1,7,1
202021,LCPS01500L,SCUOLA SECONDARIA II GRADO,5,1,1,1
202021,RM1E099006,SCUOLA PRIMARIA,3,1,10,16
202021,MB1E03400Q,SCUOLA PRIMARIA,5,3,22,39
202021,LU1EM35005,SCUOLA PRIMARIA,2,1,13,7
202021,VARH025001,SCUOLA SECONDARIA II GRADO,2,1,9,2
202021,PA1E01500X,SCUOLA PRIMARIA,4,2,11,8
202021,LTPST2500E,SCUOLA SECONDARIA II GRADO,1,1,4,1
202021,MI1M104005,SCUOLA SECONDARIA I GRADO,3,1,11,6
202021,BNRHZS500C,SCUOLA SECONDARIA II GRADO,2,2,7,4
202021,MI1E025004,SCUOLA PRIMARIA,5,2,34,14
202021,FI1E01200B,SCUOLA PRIMARIA,4,1,19,9
202021,BNPS12500Z,SCUOLA SECONDARIA II GRADO,1,1,4,6
202021,CEPL00500E,SCUOLA SECONDARIA II GRADO,2,1,15,7
202021,VE1M007004,SCUOLA SECONDARIA I GRADO,2,3,29,24
202021,BOPL02500B,SCUOLA SECONDARIA II GRADO,4,1,3,25
202021,BGPSBT5004,SCUOLA SECONDARIA II GRADO,4,1,11,3
202021,NATD2T5008,SCUOLA SECONDARIA II GRADO,5,2,15,7
202021,SATFCA5002,SCUOLA SECONDARIA II GRADO,5,2,32,20
202021,NA1E227003,SCUOLA PRIMARIA,2,1,5,6
202021,MI1E00200B,SCUOLA PRIMARIA,3,1,11,4
202021,SATF1D500C,SCUOLA SECONDARIA II GRADO,3,1,0,3
202021,APPMOI500F,SCUOLA SECONDARIA II GRADO,5,1,2,2
202021,SARF17500D,SCUOLA SECONDARIA II GRADO,1,1,5,4
202021,COTB01500Q,SCUOLA SECONDARIA II GRADO,3,1,13,1
202021,RM1E078005,SCUOLA PRIMARIA,1,2,20,22
202021,MITF105003,SCUOLA SECONDARIA II GRADO,2,1,14,12
202021,NA1E085009,SCUOLA PRIMARIA,3,1,6,17
202021,SS1E01300B,SCUOLA PRIMARIA,1,1,5,7
202021,MIPS175007,SCUOLA SECONDARIA II GRADO,2,4,45,19
202021,NA1E243001,SCUOLA PRIMARIA,3,1,12,2
202021,NATDE85003,SCUOLA SECONDARIA II GRADO,3,1,2,1
202021,VRRI01500X,SCUOLA SECONDARIA II GRADO,1,2,1,2
202021,BG1M9L500G,SCUOLA SECONDARIA I GRADO,3,2,18,13
202021,VAPS92500G,SCUOLA SECONDARIA II GRADO,2,1,9,13
202021,RM1E09700E,SCUOLA PRIMARIA,1,2,17,26
202021,MB1M017007,SCUOLA SECONDARIA I GRADO,1,2,19,20
202021,BOPS05500C,SCUOLA SECONDARIA II GRADO,1,1,5,2
202021,NA1E007004,SCUOLA PRIMARIA,2,1,11,6
202021,RMPS18500A,SCUOLA SECONDARIA II GRADO,5,2,23,5
202021,MNPS00500L,SCUOLA SECONDARIA II GRADO,1,1,0,4
202021,BRTD04500A,SCUOLA SECONDARIA II GRADO,2,1,0,1
202021,SV1E006002,SCUOLA PRIMARIA,5,1,11,0
202021,BO1E00400A,SCUOLA PRIMARIA,2,1,10,10
202021,CL1E002008,SCUOLA PRIMARIA,2,1,4,5
202021,BSSL01500D,SCUOLA SECONDARIA II GRADO,3,2,13,18
202021,PO1E01100G,SCUOLA PRIMARIA,5,1,14,12
202021,RE1M008006,SCUOLA SECONDARIA I GRADO,1,1,10,2
202021,BGPS505007,SCUOLA SECONDARIA II GRADO,4,2,17,14
202021,NA1M03900R,SCUOLA SECONDARIA I GRADO,1,1,6,4
202021,RA1E00100Q,SCUOLA PRIMARIA,1,1,12,9
202021,PV1M008009,SCUOLA SECONDARIA I GRADO,1,2,25,19
202021,VAPSE5500O,SCUOLA SECONDARIA II GRADO,2,1,8,3
202021,VA1E00700C,SCUOLA PRIMARIA,2,2,26,20
202021,MBPMZF5000,SCUOLA SECONDARIA II GRADO,1,1,2,7
202021,CE1E01700R,SCUOLA PRIMARIA,1,1,11,3
202021,RM1E18200N,SCUOLA PRIMARIA,5,1,8,9
202021,CA1M4N500E,SCUOLA SECONDARIA I GRADO,1,1,4,4
202021,NO1E00200X,SCUOLA PRIMARIA,4,2,24,14
202021,TO1E01400N,SCUOLA PRIMARIA,3,1,12,18
202021,PA1E00900L,SCUOLA PRIMARIA,4,1,11,7
202021,PA1E01500X,SCUOLA PRIMARIA,1,1,6,3
202021,NA1E149003,SCUOLA PRIMARIA,2,1,3,0
202021,PATD12500C,SCUOLA SECONDARIA II GRADO,2,2,2,3
202021,RMRF00500V,SCUOLA SECONDARIA II GRADO,4,1,0,3
202021,MI1M083009,SCUOLA SECONDARIA I GRADO,2,2,21,23
202021,NAPSQA500Q,SCUOLA SECONDARIA II GRADO,3,1,5,6
202021,RGTD04500G,SCUOLA SECONDARIA II GRADO,2,1,1,0
202021,BA1E005007,SCUOLA PRIMARIA,1,1,8,16
202021,VRTF265002,SCUOLA SECONDARIA II GRADO,2,1,25,1
202021,BGPL16500Q,SCUOLA SECONDARIA II GRADO,2,1,4,18
202021,BGPL055009,SCUOLA SECONDARIA II GRADO,5,1,4,14
202021,VRPC04500B,SCUOLA SECONDARIA II GRADO,3,1,12,16
202021,RM1EVQ500H,SCUOLA PRIMARIA,3,2,9,11
202021,RM1E17300V,SCUOLA PRIMARIA,3,1,12,2
202021,TO1E02700Q,SCUOLA PRIMARIA,5,2,25,29
202021,NA1E17300X,SCUOLA PRIMARIA,2,1,7,5
202021,RM1E056008,SCUOLA PRIMARIA,5,1,16,13
202021,SAPS8F500U,SCUOLA SECONDARIA II GRADO,1,1,0,3
202021,CETDHG500L,SCUOLA SECONDARIA II GRADO,4,1,4,3
202021,PD1E00300D,SCUOLA PRIMARIA,3,1,15,9
202021,BG1M00500D,SCUOLA SECONDARIA I GRADO,1,1,16,9
202021,GE1E034005,SCUOLA PRIMARIA,3,1,6,16
202021,PA1E01000R,SCUOLA PRIMARIA,2,1,10,6
202021,RM1M07600P,SCUOLA SECONDARIA I GRADO,2,2,29,16
202021,NATFPQ500Q,SCUOLA SECONDARIA II GRADO,4,1,4,1
202021,POPS9T5004,SCUOLA SECONDARIA II GRADO,2,2,8,1
202021,RMTB04500X,SCUOLA SECONDARIA II GRADO,5,1,17,0
202021,LI1M00300V,SCUOLA SECONDARIA I GRADO,1,1,9,6
202021,FG1E015006,SCUOLA PRIMARIA,2,1,14,10
202021,RGPM0A500T,SCUOLA SECONDARIA II GRADO,1,1,0,2
202021,RM1E08400C,SCUOLA PRIMARIA,5,2,26,27
202021,PV1M004002,SCUOLA SECONDARIA I GRADO,2,1,11,5
202021,MB1EQT500D,SCUOLA PRIMARIA,5,1,3,3
202021,VRPS055005,SCUOLA SECONDARIA II GRADO,3,2,27,24
202021,PR1E00900P,SCUOLA PRIMARIA,4,1,9,15
202021,CTPM075009,SCUOLA SECONDARIA II GRADO,5,1,3,8
202021,FRPC63500Q,SCUOLA SECONDARIA II GRADO,5,1,1,5
202021,TO1E020001,SCUOLA PRIMARIA,5,2,23,16
202021,LO1E00300V,SCUOLA PRIMARIA,4,1,9,8
202021,PD1E021003,SCUOLA PRIMARIA,5,1,13,6
202021,RE1E002002,SCUOLA PRIMARIA,3,3,42,29
202021,PO1E00700X,SCUOLA PRIMARIA,2,2,15,19
202021,CERH015004,SCUOLA SECONDARIA II GRADO,2,1,19,2
202021,PNPS9G5000,SCUOLA SECONDARIA II GRADO,1,1,11,2
202021,BGPS065005,SCUOLA SECONDARIA II GRADO,1,1,4,5
202021,AVPSPT500F,SCUOLA SECONDARIA II GRADO,4,1,4,0
202021,NA1E022006,SCUOLA PRIMARIA,5,2,32,24
202021,TO1E03400V,SCUOLA PRIMARIA,4,2,24,25
202021,IM1E00400R,SCUOLA PRIMARIA,5,1,12,13
202021,BGSLN6500G,SCUOLA SECONDARIA II GRADO,5,1,12,10
202021,CN1EN55004,SCUOLA PRIMARIA,4,1,10,7
202021,SARHGL500M,SCUOLA SECONDARIA II GRADO,2,1,0,3
202021,PD1E020007,SCUOLA PRIMARIA,5,1,17,9
202021,VA1M018004,SCUOLA SECONDARIA I GRADO,3,1,2,4
202021,RM1M101006,SCUOLA SECONDARIA I GRADO,1,1,7,5
202021,CS1E00600D,SCUOLA PRIMARIA,4,1,11,6
202021,LO1E00500E,SCUOLA PRIMARIA,2,2,19,18
202021,SASLFZ5001,SCUOLA SECONDARIA II GRADO,4,1,3,0
202021,MBPS365007,SCUOLA SECONDARIA II GRADO,1,1,6,5
202021,MI1E13000C,SCUOLA PRIMARIA,1,1,15,8
202021,PG1E00300P,SCUOLA PRIMARIA,3,1,9,7
202021,NA1E12600A,SCUOLA PRIMARIA,2,1,8,3
202021,VBPM03500D,SCUOLA SECONDARIA II GRADO,4,2,8,13
202021,RI1E00100D,SCUOLA PRIMARIA,2,1,7,5
202021,CA1E00600X,SCUOLA PRIMARIA,5,1,10,13
202021,CT1E03900X,SCUOLA PRIMARIA,3,1,6,7
202021,NA1E226007,SCUOLA PRIMARIA,3,1,3,14
202021,MT1E00100E,SCUOLA PRIMARIA,4,1,11,10
202021,NA1E21000N,SCUOLA PRIMARIA,1,2,14,10
202021,PR1M00900X,SCUOLA SECONDARIA I GRADO,2,3,24,29
202021,BORI03500C,SCUOLA SECONDARIA II GRADO,4,1,27,0
202021,CLSD00500B,SCUOLA SECONDARIA II GRADO,1,2,10,27
202021,VE1E006003,SCUOLA PRIMARIA,4,2,15,18
202021,RM1E014006,SCUOLA PRIMARIA,1,1,7,11
202021,LOPS01500A,SCUOLA SECONDARIA II GRADO,3,1,4,4
202021,LE1E00600T,SCUOLA PRIMARIA,2,1,8,8
202021,RE1EE9500Z,SCUOLA PRIMARIA,1,1,11,10
202021,RM1E14500P,SCUOLA PRIMARIA,5,1,3,3
202021,BAPSV85002,SCUOLA SECONDARIA II GRADO,3,2,23,8
202021,NA1M031006,SCUOLA SECONDARIA I GRADO,3,1,11,14
202021,NA1E113008,SCUOLA PRIMARIA,4,1,8,8
202021,CTTF005004,SCUOLA SECONDARIA II GRADO,2,1,5,0
202021,CE1E052004,SCUOLA PRIMARIA,5,1,8,8
202021,TO1E047001,SCUOLA PRIMARIA,2,1,12,6
202021,NA1E25200Q,SCUOLA PRIMARIA,2,1,13,7
202021,REPM01500A,SCUOLA SECONDARIA II GRADO,5,1,7,2
202021,NOTB12500G,SCUOLA SECONDARIA II GRADO,5,1,7,1
202021,RE1E00500D,SCUOLA PRIMARIA,1,1,11,11
202021,BLPM01500Q,SCUOLA SECONDARIA II GRADO,5,1,5,14
202021,NA1E106005,SCUOLA PRIMARIA,1,1,10,7
202021,NA1EM9500T,SCUOLA PRIMARIA,3,1,7,3
202021,RG1E00300C,SCUOLA PRIMARIA,3,1,10,15
202021,TS1E006009,SCUOLA PRIMARIA,1,1,17,9
202021,NATFFQ5002,SCUOLA SECONDARIA II GRADO,4,1,4,0
202021,SAPM53500M,SCUOLA SECONDARIA II GRADO,3,1,1,3
202021,PAPM4U500C,SCUOLA SECONDARIA II GRADO,5,1,9,0
202021,COPM02500E,SCUOLA SECONDARIA II GRADO,4,1,7,20
202021,MI1M01400V,SCUOLA SECONDARIA I GRADO,2,3,33,29
202021,MI1E070002,SCUOLA PRIMARIA,1,2,14,14
202021,CT1E00100D,SCUOLA PRIMARIA,3,1,6,7
202021,RM1E03800P,SCUOLA PRIMARIA,1,1,1,6
202021,BG1E03200L,SCUOLA PRIMARIA,2,1,18,9
202021,MIPM04500G,SCUOLA SECONDARIA II GRADO,1,1,10,15
202021,VE1E01100E,SCUOLA PRIMARIA,4,1,8,5
202021,CRPL01500R,SCUOLA SECONDARIA II GRADO,3,1,9,11
202021,NA1E099007,SCUOLA PRIMARIA,3,1,1,1
202021,SS1E01000X,SCUOLA PRIMARIA,4,1,3,7
202021,RMPSBI5001,SCUOLA SECONDARIA II GRADO,4,1,17,3
202021,TOTF01500R,SCUOLA SECONDARIA II GRADO,4,2,34,0
202021,NARHM0500C,SCUOLA SECONDARIA II GRADO,1,1,4,0
202021,CT1E031009,SCUOLA PRIMARIA,2,1,5,7
202021,NA1E27900Q,SCUOLA PRIMARIA,1,1,8,2
202021,RMPL325007,SCUOLA SECONDARIA II GRADO,1,1,0,1
202021,BOPS3D500P,SCUOLA SECONDARIA II GRADO,3,1,6,2
202021,CTRHMM500U,SCUOLA SECONDARIA II GRADO,3,1,7,5
202021,RM1E04000P,SCUOLA PRIMARIA,5,1,7,6
202021,BG1E02500D,SCUOLA PRIMARIA,5,2,36,16
202021,SV1E00300E,SCUOLA PRIMARIA,3,1,12,12
202021,BG1E019006,SCUOLA PRIMARIA,3,1,8,11
202021,TVPL08500G,SCUOLA SECONDARIA II GRADO,4,2,9,17
202021,MOPS0N500H,SCUOLA SECONDARIA II GRADO,2,1,7,4
202021,BSPME1500B,SCUOLA SECONDARIA II GRADO,5,1,9,17
202021,BN1E002002,SCUOLA PRIMARIA,4,1,11,3
202021,LC1E003005,SCUOLA PRIMARIA,2,2,18,4
202021,BS1E004001,SCUOLA PRIMARIA,3,2,18,31
202021,NATD0C5008,SCUOLA SECONDARIA II GRADO,4,1,7,3
202021,VA1E01200X,SCUOLA PRIMARIA,3,2,26,18
202021,VRPQ02500E,SCUOLA SECONDARIA II GRADO,4,2,5,33
202021,RNPM015006,SCUOLA SECONDARIA II GRADO,4,2,10,20
202021,PTPS3N5004,SCUOLA SECONDARIA II GRADO,4,2,21,7
202021,CA1M01000R,SCUOLA SECONDARIA I GRADO,1,2,23,23
202021,RMPC24500N,SCUOLA SECONDARIA II GRADO,1,1,5,4
202021,CEPL00500E,SCUOLA SECONDARIA II GRADO,1,1,5,5
202021,BSPME1500B,SCUOLA SECONDARIA II GRADO,2,1,6,7
202021,MI1M05100T,SCUOLA SECONDARIA I GRADO,2,1,7,16
202021,PATFCO500Z,SCUOLA SECONDARIA II GRADO,3,1,2,0
202021,LC1M10100G,SCUOLA SECONDARIA I GRADO,2,3,45,35
202021,MCPL0P500L,SCUOLA SECONDARIA II GRADO,5,1,4,12
202021,RM1E09600P,SCUOLA PRIMARIA,5,2,19,11
202021,FE1E00200D,SCUOLA PRIMARIA,3,1,13,11
202021,MIPM04500G,SCUOLA SECONDARIA II GRADO,3,1,13,10
202021,VRPL06500E,SCUOLA SECONDARIA II GRADO,2,1,7,5
202021,AGTD4U500B,SCUOLA SECONDARIA II GRADO,3,2,4,2
202021,BGTB015001,SCUOLA SECONDARIA II GRADO,3,3,63,9
202021,BOPS02500L,SCUOLA SECONDARIA II GRADO,4,1,13,11
202021,PV1E008004,SCUOLA PRIMARIA,5,1,12,4
202021,PDTF015003,SCUOLA SECONDARIA II GRADO,4,1,14,0
202021,CO1M01800A,SCUOLA SECONDARIA I GRADO,1,2,16,10
202021,SARH13500E,SCUOLA SECONDARIA II GRADO,3,1,2,1
202021,BG1E01700E,SCUOLA PRIMARIA,4,1,2,0
202021,MCPM505001,SCUOLA SECONDARIA II GRADO,2,1,2,6
202021,SATL00500A,SCUOLA SECONDARIA II GRADO,5,1,32,2
202021,FO1E00300T,SCUOLA PRIMARIA,1,1,7,8
202021,NA1E25900E,SCUOLA PRIMARIA,1,1,9,3
202021,SATD4D500E,SCUOLA SECONDARIA II GRADO,4,1,2,2
202021,PA1E006005,SCUOLA PRIMARIA,1,1,5,5
202021,MI1E05100L,SCUOLA PRIMARIA,5,2,19,19
202021,BO1E005006,SCUOLA PRIMARIA,3,1,9,15
202021,RM1M087005,SCUOLA SECONDARIA I GRADO,2,1,13,15
202021,BSPM57500D,SCUOLA SECONDARIA II GRADO,5,1,21,9
202021,BGPMNC5002,SCUOLA SECONDARIA II GRADO,1,1,5,6
202021,VR1M020006,SCUOLA SECONDARIA I GRADO,1,1,9,5
202021,RMTD165001,SCUOLA SECONDARIA II GRADO,3,1,1,0
202021,BS1E003005,SCUOLA PRIMARIA,2,1,11,9
202021,VRPS3P500M,SCUOLA SECONDARIA II GRADO,1,1,19,5
202021,PV1MF4500I,SCUOLA SECONDARIA I GRADO,2,2,14,13
202021,RM1E10900G,SCUOLA PRIMARIA,5,1,13,8
202021,BS1E025002,SCUOLA PRIMARIA,2,1,6,5
202021,SATFRP500A,SCUOLA SECONDARIA II GRADO,1,1,1,0
202021,ENTDID500H,SCUOLA SECONDARIA II GRADO,4,1,2,1
202021,SA1E00200B,SCUOLA PRIMARIA,3,1,10,9
202021,TO1E01500D,SCUOLA PRIMARIA,1,1,9,9
202021,AP1MUQ500M,SCUOLA SECONDARIA I GRADO,1,1,0,2
202021,PE1E009003,SCUOLA PRIMARIA,4,2,20,18
202021,RM1M09300C,SCUOLA SECONDARIA I GRADO,3,1,5,8
202021,RM1E02500L,SCUOLA PRIMARIA,3,1,12,15
202021,BG1E00400C,SCUOLA PRIMARIA,1,2,16,13
202021,NA1E09500X,SCUOLA PRIMARIA,2,1,9,3
202021,VE1E014002,SCUOLA PRIMARIA,4,1,14,11
202021,FI1E026009,SCUOLA PRIMARIA,3,1,13,14
202021,TS1E001006,SCUOLA PRIMARIA,1,1,12,8
202021,PV1E008004,SCUOLA PRIMARIA,3,1,9,10
202021,VB1E001004,SCUOLA PRIMARIA,4,1,13,7
202021,SATF6H500T,SCUOLA SECONDARIA II GRADO,3,1,1,2
202021,BS1E0E500A,SCUOLA PRIMARIA,2,1,10,4
202021,SP1E003004,SCUOLA PRIMARIA,3,1,12,12
202021,NA1E22400G,SCUOLA PRIMARIA,3,3,29,25
202021,RMPC545008,SCUOLA SECONDARIA II GRADO,1,1,1,3
202021,VA1E01900P,SCUOLA PRIMARIA,3,4,42,43
202021,TO1E00800A,SCUOLA PRIMARIA,3,1,7,12
202021,MO1E012007,SCUOLA PRIMARIA,1,1,8,9
202021,NA1E17900V,SCUOLA PRIMARIA,5,1,5,6
202021,PA1E00400D,SCUOLA PRIMARIA,5,1,11,9
202021,GE1E039008,SCUOLA PRIMARIA,5,2,14,20
202021,MI1E06000B,SCUOLA PRIMARIA,2,2,17,15
202021,RM1E022005,SCUOLA PRIMARIA,5,1,9,16
202021,NA1E081002,SCUOLA PRIMARIA,5,1,6,4
202021,RCTDVU500Z,SCUOLA SECONDARIA II GRADO,3,1,2,2
202021,BLPSD7500D,SCUOLA SECONDARIA II GRADO,4,1,11,4
202021,NA1E235002,SCUOLA PRIMARIA,4,1,7,9
202021,FI1E005008,SCUOLA PRIMARIA,2,1,8,8
202021,CA1E00800G,SCUOLA PRIMARIA,4,2,19,30
202021,NA1E03900G,SCUOLA PRIMARIA,4,2,18,14
202021,VA1E009004,SCUOLA PRIMARIA,3,3,37,37
202021,MEPLZL500L,SCUOLA SECONDARIA II GRADO,1,1,1,2
202021,CE1E05400Q,SCUOLA PRIMARIA,2,1,8,3
202021,SA1E00100G,SCUOLA PRIMARIA,1,1,7,5
202021,CE1E03900N,SCUOLA PRIMARIA,4,2,7,12
202021,RM1E206001,SCUOLA PRIMARIA,1,1,5,17
202021,GE1E02900N,SCUOLA PRIMARIA,5,1,6,12
202021,PA1E00400D,SCUOLA PRIMARIA,3,1,8,12
202021,FI1E01700E,SCUOLA PRIMARIA,3,2,19,16
202021,TO1E003007,SCUOLA PRIMARIA,5,2,29,23
202021,BSPLS45007,SCUOLA SECONDARIA II GRADO,4,1,3,7
202021,GE1E01400X,SCUOLA PRIMARIA,5,1,9,0
202021,PAPS82500P,SCUOLA SECONDARIA II GRADO,3,2,25,8
202021,NA1E044003,SCUOLA PRIMARIA,4,2,26,24
202021,PAPMUP500I,SCUOLA SECONDARIA II GRADO,2,1,1,5
202021,UDTFI2500I,SCUOLA SECONDARIA II GRADO,5,1,22,1
202021,MBPM005002,SCUOLA SECONDARIA II GRADO,1,1,7,16
202021,UDPS01500B,SCUOLA SECONDARIA II GRADO,4,1,12,8
202021,VR1M01600E,SCUOLA SECONDARIA I GRADO,1,1,7,5
202021,RM1E04700D,SCUOLA PRIMARIA,4,1,12,11
202021,GO1E00100A,SCUOLA PRIMARIA,1,2,12,16
202021,CT1E003005,SCUOLA PRIMARIA,4,1,4,7
202021,GE1E02500A,SCUOLA PRIMARIA,3,1,12,10
202021,GE1E020007,SCUOLA PRIMARIA,5,1,17,9
202021,PD1E01000L,SCUOLA PRIMARIA,2,2,25,24
202021,VA1M01500L,SCUOLA SECONDARIA I GRADO,2,3,29,24
202021,CB1E00100B,SCUOLA PRIMARIA,2,1,5,7
202021,NA1E14000L,SCUOLA PRIMARIA,2,2,6,12
202021,CETD43500Q,SCUOLA SECONDARIA II GRADO,3,1,3,8
202021,PGPC00500C,SCUOLA SECONDARIA II GRADO,1,1,0,1
202021,NA1E01700P,SCUOLA PRIMARIA,4,2,25,20
202021,SRTHA6500C,SCUOLA SECONDARIA II GRADO,1,1,2,0
202021,CE1E05000C,SCUOLA PRIMARIA,4,1,9,12
202021,VAPLB6500A,SCUOLA SECONDARIA II GRADO,3,1,0,10
202021,RMPS25500B,SCUOLA SECONDARIA II GRADO,2,1,7,8
202021,RM1E051005,SCUOLA PRIMARIA,5,1,8,11
202021,SAPS07500A,SCUOLA SECONDARIA II GRADO,1,1,1,1
202021,MIPL265008,SCUOLA SECONDARIA II GRADO,4,1,1,7
202021,RMTNIF500Z,SCUOLA SECONDARIA II GRADO,5,2,24,17
202021,RM1E150006,SCUOLA PRIMARIA,3,1,7,9
202021,PC1M00100C,SCUOLA SECONDARIA I GRADO,1,1,11,12
202021,BGPSBT5004,SCUOLA SECONDARIA II GRADO,2,1,3,1
202021,RMTAZI500E,SCUOLA SECONDARIA II GRADO,1,1,7,1
202021,NA1E02100A,SCUOLA PRIMARIA,4,1,10,4
202021,LI1E006005,SCUOLA PRIMARIA,5,2,22,22
202021,NATF6F5005,SCUOLA SECONDARIA II GRADO,4,1,3,0
202021,UDPC00500N,SCUOLA SECONDARIA II GRADO,5,1,4,8
202021,TO1M00600X,SCUOLA SECONDARIA I GRADO,2,1,11,13
202021,SAPL9A500I,SCUOLA SECONDARIA II GRADO,4,1,2,1
202021,RO1E0L5003,SCUOLA PRIMARIA,3,1,9,6
202021,RN1M010002,SCUOLA SECONDARIA I GRADO,3,1,11,16
202021,MI1E089003,SCUOLA PRIMARIA,4,1,3,7
202021,CT1M02400B,SCUOLA SECONDARIA I GRADO,2,1,10,12
202021,CL1E003004,SCUOLA PRIMARIA,5,1,7,11
202021,MITFDH5000,SCUOLA SECONDARIA II GRADO,3,1,20,11
202021,MIPC18500P,SCUOLA SECONDARIA II GRADO,3,1,9,5
202021,BA1MD7500G,SCUOLA SECONDARIA I GRADO,2,1,8,9
202021,RM1M08400N,SCUOLA SECONDARIA I GRADO,1,2,18,14
202021,RM1M036008,SCUOLA SECONDARIA I GRADO,1,2,13,20
202021,NA1E955002,SCUOLA PRIMARIA,5,1,7,8
202021,NA1E10800R,SCUOLA PRIMARIA,2,2,14,22
202021,PC1E00300V,SCUOLA PRIMARIA,4,1,13,12
202021,TV1E00800P,SCUOLA PRIMARIA,2,2,17,23
202021,AV1EE5500E,SCUOLA PRIMARIA,1,1,10,6
202021,VATFME500R,SCUOLA SECONDARIA II GRADO,2,1,11,1
202021,AVTLU25001,SCUOLA SECONDARIA II GRADO,5,2,49,20
202021,RMPCAM500U,SCUOLA SECONDARIA II GRADO,2,1,1,4
202021,SAPM3S500H,SCUOLA SECONDARIA II GRADO,5,2,18,50
202021,MI1E445002,SCUOLA PRIMARIA,1,3,20,26
202021,AL1E00100P,SCUOLA PRIMARIA,3,2,29,26
202021,BG1M02100B,SCUOLA SECONDARIA I GRADO,1,1,17,6
202021,VAPMSE500O,SCUOLA SECONDARIA II GRADO,4,1,6,14
202021,BGRF2Q5004,SCUOLA SECONDARIA II GRADO,5,2,12,15
202021,PR1E00900P,SCUOLA PRIMARIA,1,1,14,14
202021,MI1E004003,SCUOLA PRIMARIA,1,2,20,32
202021,CO1E00100Q,SCUOLA PRIMARIA,4,2,25,17
202021,CA1EVQ500I,SCUOLA PRIMARIA,1,1,6,0
202021,MN1E00200X,SCUOLA PRIMARIA,3,2,22,16
202021,UD1E00400Q,SCUOLA PRIMARIA,2,1,3,8
202021,PD1E005005,SCUOLA PRIMARIA,3,1,6,9
202021,GE1E02900N,SCUOLA PRIMARIA,3,1,14,11
202021,PA1E01000R,SCUOLA PRIMARIA,5,1,14,13
202021,RM1M058005,SCUOLA SECONDARIA I GRADO,1,1,9,9
202021,PNTD7Z500U,SCUOLA SECONDARIA II GRADO,5,2,14,10
202021,NAPMSV500U,SCUOLA SECONDARIA II GRADO,2,1,1,11
202021,LIPL035005,SCUOLA SECONDARIA II GRADO,1,1,1,4
202021,RGPS98500R,SCUOLA SECONDARIA II GRADO,5,1,2,1
202021,TOPSA6500N,SCUOLA SECONDARIA II GRADO,3,1,1,3
202021,AVTF005001,SCUOLA SECONDARIA II GRADO,1,1,4,0
202021,CT1E031009,SCUOLA PRIMARIA,4,1,7,5
202021,CE1E049008,SCUOLA PRIMARIA,2,1,10,5
202021,CE1E04700L,SCUOLA PRIMARIA,2,1,2,9
202021,BGPC05500B,SCUOLA SECONDARIA II GRADO,3,1,3,7
202021,FG1E00500G,SCUOLA PRIMARIA,4,1,12,12
202021,MS1E00100B,SCUOLA PRIMARIA,3,1,6,7
202021,BG1M02500P,SCUOLA SECONDARIA I GRADO,1,2,21,17
202021,SA1E00700E,SCUOLA PRIMARIA,5,1,5,7
202021,PR1M003001,SCUOLA SECONDARIA I GRADO,1,2,24,28
202021,NA1E01000X,SCUOLA PRIMARIA,5,1,11,10
202021,RMPMSC500I,SCUOLA SECONDARIA II GRADO,4,1,0,6
202021,NA1E16000T,SCUOLA PRIMARIA,4,1,8,12
202021,RMPC1A5001,SCUOLA SECONDARIA II GRADO,4,2,0,4
202021,NOTD035008,SCUOLA SECONDARIA II GRADO,5,1,3,4
202021,MN1E001004,SCUOLA PRIMARIA,5,1,9,3
202021,MIPLGB500O,SCUOLA SECONDARIA II GRADO,5,1,3,19
202021,LO1E00500E,SCUOLA PRIMARIA,4,2,27,12
202021,SSTD00500D,SCUOLA SECONDARIA II GRADO,3,1,2,4
